Gene	GeneID	Gene_type	DORGE-TSG_score	Drug_Name	CREEDS_ID	GEO_ID	DrugBank_ID	p-value	q-value	Fold_Change	Specificity
B4GALT1	2683	Novel DORGE-TSG	0.780204655292471	Nilotinib	drug:2528	GSE19567	DB04868	0.0137559	0.037081	0.744443	2.551020408163266E-4
B4GALT1	2683	Novel DORGE-TSG	0.780204655292471	Imatinib	drug:2519	GSE1922	DB00619	0.0188632	0.0370535	0.16478	2.31696014828545E-4
B4GALT1	2683	Novel DORGE-TSG	0.780204655292471	Doxorubicin	drug:2720	GSE12972	DB00997	0.03211	0.0358727	0.318091	2.027986209693774E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Doxorubicin	drug:3263	GSE6930	DB00997	6.56328E-15	1.72659E-13	0.681681	1.692047377326565E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Diclofenac	drug:3053	GSE54255	DB00586	7.87181E-8	1.16169E-6	0.666669	1.565190170605729E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Bisphenola	drug:2663	GSE17624		5.60602E-6	5.03842E-5	0.879535	1.974333662388944E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Vemurafenib	drug:2508	GSE63790	DB08881	3.80561E-5	3.87709E-4	0.23404	3.143665513989311E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3046	GSE29159		1.05853E-4	8.4925E-4	0.142138	2.164970772894566E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Puromycin,ec50,5d	drug:3270	GSE6930		2.86838E-4	8.08886E-4	2.78412	3.644314868804665E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Harman	drug:3482	GSE5080		8.46369E-4	0.00347895	0.412272	2.619858527639508E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		8.83255E-4	0.00375792	0.212249	2.052123948286476E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Lmp-420	drug:3222	GSE20211		9.75507E-4	0.00438369	0.198701	2.338087444470423E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Curcumin	drug:3258	GSE10896		0.00165343	0.0101088	0.32295	2.867794665901921E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Cytarabine	drug:3424	GSE6930	DB00987	0.00200218	0.00601972	2.33203	3.41180484476288E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Bisphenola	drug:2659	GSE17624		0.00220222	0.0194842	0.471951	6.188118811881188E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Doxorubicin	drug:3180	GSE58074	DB00997	0.00273515	0.0105358	0.331352	2.877697841726619E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Vx	drug:3345	GSE33606		0.00311318	0.0249193	0.234611	5.347593582887701E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Bicalutamide	drug:3088	GSE7708	DB01128	0.00374111	0.00881692	0.201215	1.213444970270598E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	4-hydroxynonenal	drug:3082	GSE2397		0.00783561	0.0201399	0.59484	1.68123739071957E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Cadmium	drug:3402	GSE9951		0.0173359	0.0209252	0.0132256	9.932459276916965E-5
MED26	9441	Novel DORGE-TSG	0.800915020830725	Cisplatin	drug:3152	GSE47856	DB00515	0.0184997	0.0441624	0.1642	2.019793981013936E-4
MED26	9441	Novel DORGE-TSG	0.800915020830725	Cyfluthrin	drug:3572	GSE5023		0.0222772	0.049857	0.454738	2.352941176470588E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Doxorubicin	drug:3263	GSE6930	DB00997	1.06627E-10	4.92886E-10	0.395226	1.692047377326565E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Estradiol	drug:3203	GSE12446	DB00783	1.38424E-7	1.46486E-5	1.0145	3.292723081988805E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Estradiol	drug:2731	GSE8597	DB00783	1.58749E-7	9.68103E-6	1.46744	4.796163069544365E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Carboplatin	drug:3089	GSE13525	DB00958	1.37298E-6	1.5025E-4	0.47198	5.793742757821553E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Diclofenac	drug:3053	GSE54255	DB00586	1.75192E-6	1.30047E-5	1.03651	1.565190170605729E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Vanadiumpentoxide	drug:3554	GSE5339		9.01936E-6	4.65519E-4	0.108927	4.334633723450368E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Puromycin,ec50,1d	drug:3268	GSE6930		9.17828E-6	4.73416E-5	0.39154	4.541326067211626E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Doxorubicin	drug:3180	GSE58074	DB00997	1.18414E-5	2.41101E-4	1.20885	2.877697841726619E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Estradiol	drug:2727	GSE4668	DB00783	1.20823E-5	0.00149211	1.53377	0.002207505518763797
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Metformin	drug:2483	GSE33612	DB00331	2.56705E-5	3.61027E-4	0.60556	2.707092582566324E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Cisplatin	drug:3152	GSE47856	DB00515	3.36079E-5	3.31808E-4	0.851827	2.019793981013936E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Doxorubicin	drug:3179	GSE58074	DB00997	3.40983E-5	3.37444E-4	0.712717	2.85143997718848E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Estradiol	drug:2487	GSE46924	DB00783	4.53792E-5	0.00169489	1.40544	4.770992366412214E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Estradiol	drug:3063	GSE4668	DB00783	5.6735E-5	0.0020267	1.18161	0.00111358574610245
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Interferonbeta-1a	drug:3187	GSE26104	DB00060	7.32125E-5	8.953E-4	0.4825	2.410219329959026E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Arachidonicacid	drug:3171	GSE3737	DB04557	9.36081E-5	0.00139193	1.67492	1.329080276448698E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Hydrocortisone	drug:2751	GSE7890	DB00741	1.75637E-4	0.00684411	1.03255	7.057163020465773E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Interferonbeta-1a	drug:3186	GSE26104	DB00060	1.91205E-4	0.00237996	0.3325	2.985965959988056E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Vemurafenib	drug:2508	GSE63790	DB08881	2.08482E-4	0.0015267	0.245011	3.143665513989311E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Androstanolone	drug:3411	GSE7868		2.38397E-4	0.00148743	0.037653	2.047082906857728E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Carboplatin(36h)	drug:3032	GSE13525		2.80425E-4	0.0112524	0.588665	0.001018329938900204
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Cytarabine	drug:3373	GSE6930	DB00987	3.5185E-4	0.00371234	0.450854	8.012820512820513E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Mesalazine	drug:3289	GSE38713	DB00244	4.27865E-4	0.015629	0.470428	0.001233045622688039
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Carboplatin(30h)	drug:3031	GSE13525		5.38678E-4	0.0179183	0.506232	0.001041666666666667
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		5.5235E-4	0.00296024	0.261383	2.619172341540073E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Cisplatin	drug:3151	GSE47856	DB00515	5.64232E-4	0.035066	0.47273	0.00625
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Aplidin	drug:2598	GSE5681		6.56042E-4	0.00196337	0.130574	2.188183807439825E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Mercury	drug:3533	GSE6907		7.28707E-4	0.00244902	1.26768	4.003202562049639E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Puromycin,ec50,5d	drug:3270	GSE6930		0.00108513	0.0025587	0.589136	3.644314868804665E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Bicalutamide	drug:3088	GSE7708	DB01128	0.00117976	0.00327994	0.461642	1.213444970270598E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Cisplatin	drug:3160	GSE47856	DB00515	0.00130225	0.0363787	0.571763	0.0015625
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Estradiol	drug:3062	GSE4668	DB00783	0.00149371	0.0324858	0.798398	0.002100840336134454
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Lapatinib	drug:3245	GSE38376	DB01259	0.00163747	0.0333568	0.412884	0.001703577512776831
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	4-hydroxynonenal	drug:3078	GSE2397		0.00273198	0.0129655	0.0498374	2.604845011721803E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Neocarzinostatin	drug:3113	GSE1676		0.00311205	0.0106081	0.345666	5.899705014749262E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Cytarabine	drug:3423	GSE6930	DB00987	0.00487763	0.0286942	0.633065	6.949270326615705E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Pioglitazone	drug:2796	GSE8157	DB01132	0.00543244	0.0174647	0.204948	4.74608448030375E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Lipopolysaccharide	drug:3486	GSE5504		0.00549802	0.0295767	0.535	2.989536621823618E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Clinafloxacin	drug:2625	GSE9166		0.00563074	0.0273027	0.39853	7.782101167315176E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Adenosinetriphosphate	drug:3219	GSE30903		0.00914039	0.0287868	0.255401	2.424830261881668E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Interferongamma-1b	drug:2476	GSE5542	DB00033	0.00935004	0.0195369	0.226884	3.139717425431711E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		0.0112954	0.0211925	0.823457	3.549875754348598E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Cisplatin	drug:3148	GSE47856	DB00515	0.0127272	0.0399673	0.334843	2.845759817871372E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	4-hydroxytamoxifen	drug:3240	GSE26298		0.017786	0.0428339	0.0885551	1.705611461709023E-4
FBXO5	26271	Novel DORGE-TSG	0.766993179702651	Cytarabine	drug:3424	GSE6930	DB00987	0.0242668	0.0492806	0.359516	3.41180484476288E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Doxorubicin	drug:2720	GSE12972	DB00997	8.46821E-33	4.67609E-32	0.174743	2.027986209693774E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Bicalutamide	drug:3088	GSE7708	DB01128	1.1662E-6	1.09556E-5	0.329845	1.213444970270598E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		3.75951E-5	2.02015E-4	0.520932	3.549875754348598E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Bexarotene	drug:2680	GSE6914	DB00307	6.68737E-5	2.34582E-4	0.459277	1.636393388970708E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Vanadiumpentoxide	drug:3557	GSE5339		4.30831E-4	0.00264034	0.292327	3.581661891117478E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Hydrocortisone	drug:2751	GSE7890	DB00741	5.05356E-4	0.0119314	0.30646	7.057163020465773E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Estradiol	drug:3203	GSE12446	DB00783	5.55886E-4	0.00527534	0.376656	3.292723081988805E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Vanadiumpentoxide	drug:3556	GSE5339		6.75048E-4	0.00538937	0.160833	4.782400765184123E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	2,3-dimethoxy-1,4-naphtoquinone(dmnq)	drug:3681	GSE39843		7.17901E-4	0.0241218	0.273333	0.001574803149606299
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Lapatinib	drug:3252	GSE38376	DB01259	8.61243E-4	0.0114666	0.416224	8.35421888053467E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Estradiol	drug:2731	GSE8597	DB00783	9.30521E-4	0.00809799	0.212815	4.796163069544365E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Lipopolysaccharide	drug:3486	GSE5504		0.00116478	0.0144195	0.325	2.989536621823618E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Vx	drug:3345	GSE33606		0.00147421	0.0147332	0.233625	5.347593582887701E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	4-hydroxytamoxifen	drug:3240	GSE26298		0.00274767	0.00995247	0.222835	1.705611461709023E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Mercury	drug:3533	GSE6907		0.00275558	0.00708829	0.822766	4.003202562049639E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Estradiol	drug:2487	GSE46924	DB00783	0.00300184	0.0223692	0.296224	4.770992366412214E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	4-hydroxynonenal	drug:3081	GSE2397		0.00415759	0.0164566	0.0821597	2.799552071668533E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Doxorubicin	drug:3260	GSE6930	DB00997	0.00514706	0.0326741	0.179469	8.547008547008547E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Chromium	drug:3534	GSE6907		0.0130657	0.0259339	0.599886	4.73260766682442E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Curcumin	drug:3259	GSE10896		0.0149168	0.0382044	0.336527	1.983339944466482E-4
CDC123	8872	Novel DORGE-TSG	0.839043124840362	Cytarabine	drug:3424	GSE6930	DB00987	0.0239106	0.0487142	0.15692	3.41180484476288E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Doxorubicin	drug:2720	GSE12972	DB00997	5.86209E-16	1.21356E-15	0.0823697	2.027986209693774E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Dasatinib	drug:3306	GSE59357	DB01254	6.28743E-9	9.3718E-8	0.933828	1.271617497456765E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3042	GSE29159		5.39837E-8	2.00954E-5	0.389144	2.620545073375262E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Estradiol	drug:3061	GSE4668	DB00783	7.5652E-8	4.90032E-6	0.57957	4.139072847682119E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Cycloheximide	drug:3059	GSE8597		8.69848E-8	1.50941E-6	1.31006	2.105706464518846E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Bisphenola	drug:2661	GSE17624		3.86099E-7	5.99217E-6	0.425816	2.039151712887439E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Estradiol	drug:2733	GSE26834	DB00783	6.31525E-7	9.33852E-5	0.670622	4.046944556859571E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Vanadiumpentoxide	drug:3558	GSE5339		7.2343E-7	9.73389E-6	0.779039	1.523925632429137E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Cisplatin	drug:3148	GSE47856	DB00515	1.94419E-6	8.1951E-4	0.863217	2.845759817871372E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Estradiol	drug:2487	GSE46924	DB00783	2.60654E-6	4.29542E-4	0.785156	4.770992366412214E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Diclofenac	drug:3053	GSE54255	DB00586	4.12162E-6	2.61186E-5	0.683225	1.565190170605729E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	4-hydroxynonenal	drug:3082	GSE2397		9.52472E-6	3.64148E-4	0.186214	1.68123739071957E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Calcitriol	drug:3126	GSE52819		9.63381E-6	2.20467E-4	0.75257	3.549875754348598E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Alfacalcidol	drug:3362	GSE15947	DB01436	1.43439E-5	7.13491E-4	1.91193	0.001053740779768177
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		1.64868E-5	1.55422E-4	0.400574	2.052123948286476E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	2.86112E-5	4.67907E-4	0.220125	4.775549188156638E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Pd173074	drug:2578	GSE52452		3.58214E-5	4.03104E-4	0.2765	2.809778027535825E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Lysophosphatidicacid	drug:3223	GSE26309		4.4996E-5	0.00148263	0.721019	9.68054211035818E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Estradiol	drug:3063	GSE4668	DB00783	6.48385E-5	0.00218565	0.712461	0.00111358574610245
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Cisplatin	drug:3150	GSE47856	DB00515	8.38627E-5	0.0111742	0.585947	0.002994011976047904
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3043	GSE29159		9.69773E-5	0.0065214	0.277589	9.75609756097561E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Plx4720	drug:2506	GSE50791		1.08837E-4	0.00248024	0.473268	6.720430107526882E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Bisphenola	drug:2655	GSE17624		1.09755E-4	0.0180063	0.615689	0.00392156862745098
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Bortezomib	drug:2686	GSE30931	DB00188	1.22021E-4	0.00325517	0.413087	0.001024590163934426
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Clinafloxacin	drug:2625	GSE9166		1.44447E-4	0.00822031	1.27726	7.782101167315176E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Tretinoin	drug:2461	GSE5007	DB00755	1.67144E-4	0.00879936	2.1403	0.002531645569620253
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3046	GSE29159		1.85455E-4	0.00126826	0.140524	2.164970772894566E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Estradiol	drug:3062	GSE4668	DB00783	2.19531E-4	0.0117922	0.66362	0.002100840336134454
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Interferonbeta-1b	drug:3343	GSE26104	DB00068	2.49448E-4	8.90686E-4	0.305833	1.696928559307653E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Estradiol	drug:2731	GSE8597	DB00783	2.80295E-4	0.0031814	0.577401	4.796163069544365E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Quercetin	drug:3182	GSE13899		3.10309E-4	0.01595	0.146533	0.001137656427758817
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Tamoxifen	drug:2820	GSE4025	DB00675	3.31602E-4	0.0222217	1.73086	0.003816793893129771
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	1,25dihydroxyvitamind	drug:2493	GSE15947		3.40061E-4	0.00565145	0.595013	8.880994671403197E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Doxorubicin	drug:3180	GSE58074	DB00997	3.96117E-4	0.00235413	0.484732	2.877697841726619E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	2,3-dimethoxy-1,4-naphtoquinone(dmnq)	drug:3681	GSE39843		4.17272E-4	0.0183607	0.37	0.001574803149606299
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		4.27997E-4	0.00471649	0.359784	4.950495049504951E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Estradiol	drug:2727	GSE4668	DB00783	5.99401E-4	0.0160864	0.662746	0.002207505518763797
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Laccaicacid	drug:2490	GSE45804		6.02173E-4	0.0279039	0.316367	0.002923976608187134
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Interferonbeta-1a	drug:3186	GSE26104	DB00060	6.19739E-4	0.00507354	1.03708	2.985965959988056E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Plx4720	drug:2505	GSE50791		7.71702E-4	0.0103689	0.518842	7.380073800738007E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Arachidonicacid	drug:3119	GSE3737		0.00104287	0.0221025	0.92385	0.001246882793017456
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Cadmium	drug:3402	GSE9951		0.00106573	0.00176745	0.077441	9.932459276916965E-5
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	2,3,7,8-tetrachlorodibenzo-p-dioxin	drug:3189	GSE24193		0.00110731	0.0153215	0.153026	8.216926869350862E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Bisphenola	drug:2653	GSE17624		0.00114619	0.0437171	0.334067	0.003048780487804878
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	4-hydroxynonenal	drug:3079	GSE2397		0.00120562	0.00781356	0.166811	3.29489291598023E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Insulin	drug:3368	GSE22309		0.00125191	0.0127282	0.574737	0.001319261213720317
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Lipopolysaccharide	drug:3486	GSE5504		0.00130405	0.0149823	0.75	2.989536621823618E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Arachidonicacid	drug:3171	GSE3737	DB04557	0.00134829	0.00443495	0.725451	1.329080276448698E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Celecoxib	drug:2501	GSE54657	DB00482	0.00157681	0.01054	0.226657	3.017501508750754E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Estradiol	drug:3203	GSE12446	DB00783	0.0019619	0.0131778	0.694466	3.292723081988805E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Lipopolysaccharide	drug:3484	GSE5504		0.00208356	0.0269341	0.0875	5.387931034482759E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Plx4032	drug:2557	GSE50649	DB05238	0.0032722	0.0145983	0.399655	3.161555485298767E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Cisplatin	drug:3158	GSE47856	DB00515	0.00330938	0.0464143	0.491587	8.857395925597874E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Bisphenola	drug:2662	GSE17624		0.00375374	0.00994061	0.173444	1.909854851031322E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Sevoflurane	drug:2816	GSE4386	DB01236	0.00407282	0.0445862	0.988544	0.001430615164520744
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Interferonbeta-1a	drug:3187	GSE26104	DB00060	0.007155	0.0208086	0.922083	2.410219329959026E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	4-hydroxynonenal	drug:3081	GSE2397		0.00733141	0.0249363	0.231892	2.799552071668533E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Lapatinib	drug:2584	GSE38376	DB01259	0.00765664	0.0443832	0.244621	5.824111822947001E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Vemurafenib	drug:2564	GSE37441	DB08881	0.0138677	0.0436535	0.217257	2.885170225043277E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Isotretinoin	drug:2772	GSE10432	DB00982	0.014619	0.0302988	0.382901	4.340277777777778E-4
NRIP1	8204	Novel DORGE-TSG	0.739646333871961	Bicalutamide	drug:3088	GSE7708	DB01128	0.0221486	0.0402749	0.386549	1.213444970270598E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Cediranib	drug:2642	GSE32569		5.15219E-9	2.32641E-8	0.153059	1.067691650651292E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Lysophosphatidicacid	drug:3224	GSE26309		3.70324E-7	6.52412E-5	1.27685	8.726003490401396E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Lysophosphatidicacid	drug:3223	GSE26309		1.7142E-6	2.22056E-4	1.39315	9.68054211035818E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Lysophosphatidicacid	drug:3225	GSE26309		4.91622E-6	3.23524E-4	1.07956	8.795074758135445E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Cycloheximide	drug:3059	GSE8597		4.99591E-6	3.65104E-5	0.561068	2.105706464518846E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Arachidonicacid	drug:3119	GSE3737		3.15228E-5	0.00347119	0.524932	0.001246882793017456
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Mk-886	drug:3192	GSE3202		4.30296E-5	5.11706E-4	0.377454	2.081165452653486E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		4.5447E-5	4.77158E-4	0.315553	2.619172341540073E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Dasatinib	drug:3306	GSE59357	DB01254	7.67655E-5	2.65408E-4	0.231331	1.271617497456765E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Arachidonicacid	drug:3171	GSE3737	DB04557	2.0915E-4	0.00162708	1.13522	1.329080276448698E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Nickel	drug:3480	GSE6281		2.20554E-4	0.00264897	0.121361	2.100840336134454E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3042	GSE29159		2.67257E-4	0.00173756	0.164341	2.620545073375262E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Vx	drug:3376	GSE33606		2.79632E-4	0.00167872	0.283539	2.499375156210947E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	3,3',4,4'-tetrachlorobiphenyl	drug:3273	GSE6878		4.63885E-4	0.0088701	0.555995	5.012531328320802E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Mesalazine	drug:3289	GSE38713	DB00244	7.0569E-4	0.0197593	0.218721	0.001233045622688039
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Interferongamma-1b	drug:2476	GSE5542	DB00033	0.00117262	0.00338048	0.10441	3.139717425431711E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Trovafloxacin	drug:2623	GSE9166	DB00685	0.00133903	0.00554384	0.759967	5.733944954128441E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Bicalutamide	drug:3088	GSE7708	DB01128	0.00139326	0.00378004	0.543845	1.213444970270598E-4
RCOR1	23186	Novel DORGE-TSG	0.791021882640096	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	0.00146328	0.00827023	0.910784	4.775549188156638E-4
